Model name,CR,AR,AV,SR,IR
Buy & Hold,1.8875770629024349,0.11186832538584413,0.16648966126742415,0.6719235568997617,0.0
MLP(8-4-1),13.525714861354391,0.30681391880185793,0.14425746415646304,2.1268495228024014,2.4065502375356926
